key,title,description,tabdefaultclassification,classification_status,tag,documentation status,steward:groupprofile,steward:user,processinglocation,index name,is_primary_key_manual,processingcapability,gdpr,is_cdc,coldefaultclassification,under retention,iac classification,intuit_classification,processing3rdparty,table_documentation,processingcategory
tax_rpt.auth_source_records_daily.fact_multifiler_record,Fact Multifiler Record,"<p>1 if a record was found in sub_auth_id_multifiler_global for a given tax_year + auth_id + record_date combo, 0 otherwise  </p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.auth_source_records_daily.fact_authentication_record,Fact Authentication Record,"<p>1 if a record was found in fact_authentication for a given tax_year + auth_id + record_date combo, 0 otherwise  </p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.auth_source_records_daily.fact_taxprep_session_record,Fact Taxprep Session Record,"<p>1 if a record was found in fact_taxprep_session for a given tax_year + auth_id + record_date combo, 0 otherwise  </p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.auth_source_records_daily.fact_efile_record,Fact Efile Record,"<p>1 if a record was found in fact_efile_status for a given tax_year + auth_id + record_date combo, 0 otherwise  </p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.auth_source_records_daily.record_date,Record Date,<p>Date of when the records were found in the upstream tables. The date is based off the PST timestamp. </p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.auth_source_records_daily.dwh_update_datetime,Data Warehouse Update Datetime,<p>UTC Timestamp of when the row was updated in the data lake. </p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.retention_analytics_master.ttl_revenue_nextyear,Total Revenue Next Year,<p>Tracks the Total Revenue for next year if the customer returns to use TurboTax the next year</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.marketing_analytics_master.referrer_domain,Referrer Domain,<p>Referring domain of the page url that was credited to the Auth.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.marketing_analytics_master.created_timestamp,Created Timestamp,<p>Date of when the record was created in the data.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.app_type_name,App Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.first_authentication_app_type_name,First Authentication App Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.seq_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.dwh_creation_datetime,Data Warehouse Creation Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.np_responses_nbr,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.np_detractors_nbr,Net Profit Detractors Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_see_plus_upsell_ind,Monetization See Plus Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.seq_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.visitor_type_name,Visitor Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_see_plus_yoy_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.first_authentication_device_type_name,First Authentication Device Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.total_max_ps_revenue_amt,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.mvam_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_take_max_post_pi_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_see_plus_yoy_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.device_type_name,Device Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.total_federal_revenue_amt,Total Federal Revenue Amount,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.num_max_ps_attach_nbr,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_take_ttl_upsell_ind,Monetization Take Total Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_see_max_upsell_ind,Monetization See Max Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.first_order_datetime,First Order Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.app_type_name,App Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.posters_ind,Posters Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.pon_voters_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.auth_id_range_role_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.nonffa_ind,Nonffa Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.test_end_datetime,Test End Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.total_state_revenue_amt,Total State Revenue Amount,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_ttl_bundle_detach_ind,Monetization Total Bundle Detach Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.np_promoters_nbr,Net Profit Promoters Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.first_authentication_platform_type_name,First Authentication Platform Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_take_max_upsell_ind,Monetization Take Max Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.first_authentication_app_type_name,First Authentication App Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.recipe_name,Recipe Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_ttl_bundle_detach_ind,Monetization Total Bundle Detach Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_see_ttl_help_panel_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_take_max_not_started_upsell_ind,Monetization Take Max Not Started Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.care_entitlement_level_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.analyst_name,Analyst Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.visitor_omt_id,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.searchable_upvotes_nbr,Searchable Upvotes Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_take_max_not_started_upsell_ind,Monetization Take Max Not Started Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.test_hypothesis_description_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.total_federal_revenue_amt,Total Federal Revenue Amount,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.searchable_upvotes_nbr,Searchable Upvotes Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_take_max_ryo_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_take_max_upsell_ind,Monetization Take Max Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.taxable_state_ind,Taxable State Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.recipe_in_beacon_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.state_attach_ind,State Attach Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.help_system_users_ind,Help System Users Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.pon_upvotes_nbr,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_see_plus_upsell_ind,Monetization See Plus Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.nonffa_ind,Nonffa Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.total_ttl_revenue_amt,Total Total Revenue Amount,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.num_audit_defense_attach_ind,Num Audit Defense Attach Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.num_ttl_attach_ind,Num Total Attach Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_take_plus_tra_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.monetization_take_plus_upsell_ind,Monetization Take Plus Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.first_authentication_device_type_name,First Authentication Device Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.monetization_see_max_ryo_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.device_type_name,Device Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.first_assignment_datetime,First Assignment Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.total_mindbender_revenue_amt,Total Mindbender Revenue Amount,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_tbkp.cr_numerator,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.dwh_update_datetime,Data Warehouse Update Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.num_mindbender_attach_nbr,Num Mindbender Attach Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_backup.visits_nbr,Visits Number,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.posts_ind,Posts Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.fed_form_complexity_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.posters_ind,Posters Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.monetization_take_max_final_review_upsell_ind,Monetization Take Max Final Review Upsell Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.recipe_id,Recipe Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.total_federal_revenue_amt,Total Federal Revenue Amount,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.channel_group_name,Channel Group Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.test_end_datetime,Test End Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.version_id,Version Identify,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.clear_start_over_l_datetime,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.auth_id,Auth Id,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.visitor_omt_id,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.diff_rank_nbr,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.first_order_datetime,First Order Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.recipe_in_beacon_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.monetization_see_plus_tra_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.first_assignment_datetime,First Assignment Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.monetization_take_plus_tra_upsell_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.first_auth_prod_name,First Auth Product Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.tto_segment_hybrid_rollup_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.test_start_datetime,Test Start Datetime,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.application_name,Application Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.visitor_type_name,Visitor Type Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.tts_assisted_cnt,Tenants Assisted Count,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.test_hypothesis_description_str,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.assisted_pro_usage_ind,Assisted Pro Usage Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.clear_start_over_ind,,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor_bkp.test_name,Test Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.nonffa_ind,Non Free File Alliance Indicator,"<p>A binary indicator that specifies if a visitor has started with a ""Free File Alliance"" start sku or not.</p>",N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.monetization_see_ttl_help_panel_upsell_ind,Monetization See TurboTax Live Help Panel Upsell Indicator,<p>Did a customer see the TurboTax Live bundle upsell at the help panel location</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.tts_contact_us_ind,TurboTax Self Employed Contact Us Indicator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.marketing_analytics_master_tax_rpt.tax_year,Tax Year,<p>Year of the associated tax year of the corresponding data.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.marketing_analytics_master_tax_rpt.referrer_domain,Referrer Domain,<p>Referring domain of the page url that was credited to the Auth.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.marketing_analytics_master_tax_rpt.page_group,Page Group,<p>Group of page based of the page url</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.marketing_analytics_master_tax_rpt.created_timestamp,Created Timestamp,<p>Date of when the record was created in the data.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.marketing_analytics_master_tax_rpt.auth_id,Auth Id,<p>Auth ID for the vistior if they logged in within this session. If more than one login occurred with the same session the auth_id with the most activity will be used.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.np_promoters_nbr,Net Promotor Promoters Number,<p>Transactional Net Promotor Score promoter from the post contact survey sent after a customer has connected with a care agent. Used to calculate tNPS. Indicates that a customer gave a 9 or 10 score.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.completed_ind,Completed Indicator,<p>A binary indicator that specifies if a customer has completed filing with a specific completed_sku or has a first_completed_datetime.</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.monetization_see_max_final_review_upsell_ind,Monetization See Max Final Review Upsell Indicator,<p>Did a customer see the Max bundle upsell at the final review location</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.rpt_testing_analytics_master_visitor.monetization_take_plus_explainwhy_upsell_ind,Monetization Take Plus Explain Why Upsell Indicator,<p>Did a customer take the plus bundle at the explain why location</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,sensitive,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.location_placeholder,City and Remote Working Designation Current,<p>Current location of agent</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.current_agent_status_name,Current Agent Status Name,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.current_bu,Current Bu,<p>Current Bu</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.skill_bu_nam,Skilling Bu Nam,<p>Skilling Bu Nam</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.lastwg_skill_forecast_group,Last Skill Forecast Workgroup,<p>Agent forecast workgroup</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.tnps_tot_num,Total NP Responses,<p>Total surveys with non null NP Response values</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.transfer_rate_ac_num,Transfer Rate Numerator,<p>Count of transferred calls</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.satisfaction_need,Satisfaction Need,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.satisfaction_need_denom,Satisfaction Need Denominator,,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.satisfaction,Satisfaction,<p>Used to calculate need survey metric</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.current_reports_to_agent,Agent Manager Historical,<p>Current manager regardless of date</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.attrition_date,Attrition Date,<p>Agent attrition date</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.company,Company Agent Works For,<p>Company</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.skill_start_dt,Skilling Start Date,<p>Date which agent started a skill level</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.skill_seg_lvl1_dsc,Skill Seg,<p>Product support te3am segmentation</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.date,Date,<p>Date</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
tax_rpt.agent_details_proficiency.cr_num,Call Resolution Numerator,<p>Number of surveys with non null CR response</p>,N/A,,N/A,N/A,,,N/A,,,N/A,,,N/A,N/A,,restricted,N/A,N/A,N/A
